Day of Year,Date,Weight
12,2050-01-13,16
14,2050-01-15,2
16,2050-01-17,7
18,2050-01-19,5
38,2050-02-08,12
40,2050-02-10,8
41,2050-02-11,8
46,2050-02-16,13
48,2050-02-18,11
50,2050-02-20,11
90,2050-04-01,5
98,2050-04-09,3
105,2050-04-16,2
113,2050-04-24,9
114,2050-04-25,7
115,2050-04-26,9
125,2050-05-06,5
133,2050-05-14,2
141,2050-05-22,12
145,2050-05-26,10
150,2050-05-31,5
160,2050-06-10,5
163,2050-06-13,11
193,2050-07-13,4
197,2050-07-17,4
198,2050-07-18,2
202,2050-07-22,5
205,2050-07-25,3
208,2050-07-28,5
209,2050-07-29,6
216,2050-08-05,2
219,2050-08-08,8
221,2050-08-10,3
223,2050-08-12,8
227,2050-08-16,9
242,2050-08-31,2
243,2050-09-01,9
251,2050-09-09,3
257,2050-09-15,4
266,2050-09-24,13
268,2050-09-26,20
276,2050-10-04,15
293,2050-10-21,9
298,2050-10-26,17
303,2050-10-31,2
310,2050-11-07,1
313,2050-11-10,3
314,2050-11-11,5
322,2050-11-19,7
340,2050-12-07,8
364,2050-12-31,10
