Day of Year,Date,Weight
16,2050-01-17,7
23,2050-01-24,14
34,2050-02-04,8
46,2050-02-16,19
69,2050-03-11,5
70,2050-03-12,5
71,2050-03-13,11
72,2050-03-14,15
99,2050-04-10,10
137,2050-05-18,9
139,2050-05-20,7
142,2050-05-23,14
153,2050-06-03,4
177,2050-06-27,7
180,2050-06-30,10
194,2050-07-14,8
196,2050-07-16,7
197,2050-07-17,2
205,2050-07-25,6
206,2050-07-26,8
207,2050-07-27,8
210,2050-07-30,13
226,2050-08-15,2
233,2050-08-22,4
235,2050-08-24,8
263,2050-09-21,10
264,2050-09-22,12
266,2050-09-24,7
268,2050-09-26,10
270,2050-09-28,12
272,2050-09-30,4
276,2050-10-04,17
287,2050-10-15,5
295,2050-10-23,13
326,2050-11-23,5
331,2050-11-28,13
336,2050-12-03,8
341,2050-12-08,7
343,2050-12-10,10
353,2050-12-20,11
361,2050-12-28,10
