Day of Year,Date,Weight
3,2050-01-04,6
21,2050-01-22,6
22,2050-01-23,2
29,2050-01-30,7
32,2050-02-02,5
40,2050-02-10,12
46,2050-02-16,20
72,2050-03-14,12
83,2050-03-25,8
85,2050-03-27,5
97,2050-04-08,7
109,2050-04-20,10
142,2050-05-23,9
145,2050-05-26,7
153,2050-06-03,3
171,2050-06-21,2
175,2050-06-25,6
196,2050-07-16,6
198,2050-07-18,2
200,2050-07-20,5
204,2050-07-24,8
206,2050-07-26,6
207,2050-07-27,8
213,2050-08-02,7
214,2050-08-03,3
225,2050-08-14,4
228,2050-08-17,2
235,2050-08-24,8
241,2050-08-30,2
254,2050-09-12,18
255,2050-09-13,8
263,2050-09-21,9
268,2050-09-26,7
270,2050-09-28,12
276,2050-10-04,15
280,2050-10-08,4
287,2050-10-15,6
293,2050-10-21,13
295,2050-10-23,11
305,2050-11-02,7
313,2050-11-10,4
314,2050-11-11,5
319,2050-11-16,5
321,2050-11-18,6
322,2050-11-19,4
325,2050-11-22,16
330,2050-11-27,6
331,2050-11-28,11
354,2050-12-21,10
