Day of Year,Date,Weight
7,2050-01-08,2
9,2050-01-10,8
13,2050-01-14,5
15,2050-01-16,3
18,2050-01-19,1
27,2050-01-28,2
35,2050-02-05,5
36,2050-02-06,9
40,2050-02-10,3
45,2050-02-15,5
59,2050-03-01,2
60,2050-03-02,4
63,2050-03-05,4
66,2050-03-08,2
70,2050-03-12,2
71,2050-03-13,6
73,2050-03-15,3
91,2050-04-02,4
93,2050-04-04,2
99,2050-04-10,6
100,2050-04-11,3
109,2050-04-20,4
110,2050-04-21,3
112,2050-04-23,3
120,2050-05-01,1
132,2050-05-13,2
133,2050-05-14,2
134,2050-05-15,3
136,2050-05-17,3
144,2050-05-25,7
151,2050-06-01,5
165,2050-06-15,4
167,2050-06-17,2
168,2050-06-18,4
172,2050-06-22,1
175,2050-06-25,4
176,2050-06-26,7
178,2050-06-28,4
180,2050-06-30,4
186,2050-07-06,6
187,2050-07-07,1
191,2050-07-11,3
195,2050-07-15,5
197,2050-07-17,2
198,2050-07-18,1
200,2050-07-20,3
208,2050-07-28,3
215,2050-08-04,2
216,2050-08-05,2
218,2050-08-07,2
222,2050-08-11,2
228,2050-08-17,2
229,2050-08-18,1
234,2050-08-23,5
236,2050-08-25,3
238,2050-08-27,3
239,2050-08-28,7
242,2050-08-31,5
245,2050-09-03,5
250,2050-09-08,2
256,2050-09-14,2
258,2050-09-16,5
264,2050-09-22,9
266,2050-09-24,3
269,2050-09-27,5
271,2050-09-29,5
272,2050-09-30,4
281,2050-10-09,8
282,2050-10-10,4
284,2050-10-12,4
285,2050-10-13,11
288,2050-10-16,10
293,2050-10-21,5
294,2050-10-22,3
299,2050-10-27,4
300,2050-10-28,6
305,2050-11-02,4
308,2050-11-05,4
311,2050-11-08,11
322,2050-11-19,4
331,2050-11-28,9
334,2050-12-01,5
338,2050-12-05,6
343,2050-12-10,2
347,2050-12-14,4
350,2050-12-17,4
352,2050-12-19,4
356,2050-12-23,4
359,2050-12-26,2
362,2050-12-29,3
364,2050-12-31,2
