Day of Year,Date,Weight
9,2050-01-10,24
12,2050-01-13,16
13,2050-01-14,6
18,2050-01-19,4
45,2050-02-15,11
53,2050-02-23,8
97,2050-04-08,9
98,2050-04-09,3
103,2050-04-14,2
105,2050-04-16,2
108,2050-04-19,8
125,2050-05-06,5
134,2050-05-15,27
137,2050-05-18,18
146,2050-05-27,4
151,2050-06-01,9
161,2050-06-11,4
172,2050-06-22,2
197,2050-07-17,4
203,2050-07-23,3
218,2050-08-07,5
219,2050-08-08,9
221,2050-08-10,4
223,2050-08-12,10
227,2050-08-16,13
234,2050-08-23,5
249,2050-09-07,8
251,2050-09-09,4
259,2050-09-17,13
277,2050-10-05,20
279,2050-10-07,15
283,2050-10-11,20
298,2050-10-26,16
318,2050-11-15,15
322,2050-11-19,8
336,2050-12-03,17
355,2050-12-22,7
363,2050-12-30,7
