Day of Year,Date,Weight
11,2050-01-12,15
20,2050-01-21,3
21,2050-01-22,5
24,2050-01-25,10
26,2050-01-27,5
31,2050-02-01,4
35,2050-02-05,6
43,2050-02-13,4
45,2050-02-15,12
63,2050-03-05,5
70,2050-03-12,5
99,2050-04-10,9
105,2050-04-16,4
108,2050-04-19,2
110,2050-04-21,3
117,2050-04-28,9
121,2050-05-02,6
126,2050-05-07,2
128,2050-05-09,13
133,2050-05-14,1
139,2050-05-20,3
143,2050-05-24,6
144,2050-05-25,10
145,2050-05-26,5
150,2050-05-31,5
159,2050-06-09,7
161,2050-06-11,4
186,2050-07-06,11
194,2050-07-14,8
196,2050-07-16,6
197,2050-07-17,2
205,2050-07-25,6
207,2050-07-27,5
217,2050-08-06,2
232,2050-08-21,3
235,2050-08-24,8
239,2050-08-28,8
258,2050-09-16,7
263,2050-09-21,13
266,2050-09-24,6
275,2050-10-03,6
282,2050-10-10,7
287,2050-10-15,6
300,2050-10-28,10
313,2050-11-10,7
314,2050-11-11,5
317,2050-11-14,11
320,2050-11-17,9
321,2050-11-18,7
325,2050-11-22,22
340,2050-12-07,6
351,2050-12-18,2
354,2050-12-21,12
359,2050-12-26,6
360,2050-12-27,1
