Day of Year,Date,Weight
3,2050-01-04,7
11,2050-01-12,15
14,2050-01-15,2
16,2050-01-17,7
23,2050-01-24,10
39,2050-02-09,18
51,2050-02-21,4
57,2050-02-27,8
70,2050-03-12,5
71,2050-03-13,17
92,2050-04-03,7
99,2050-04-10,8
111,2050-04-22,9
124,2050-05-05,3
128,2050-05-09,11
137,2050-05-18,12
139,2050-05-20,4
142,2050-05-23,9
160,2050-06-10,4
175,2050-06-25,5
182,2050-07-02,7
183,2050-07-03,2
200,2050-07-20,7
205,2050-07-25,6
220,2050-08-09,5
225,2050-08-14,8
235,2050-08-24,11
239,2050-08-28,8
247,2050-09-05,6
257,2050-09-15,10
259,2050-09-17,5
262,2050-09-20,13
263,2050-09-21,12
265,2050-09-23,3
270,2050-09-28,16
287,2050-10-15,4
297,2050-10-25,6
300,2050-10-28,10
311,2050-11-08,12
315,2050-11-12,2
317,2050-11-14,11
339,2050-12-06,11
342,2050-12-09,8
347,2050-12-14,7
349,2050-12-16,10
