Day of Year,Date,Weight
0,2050-01-01,4
2,2050-01-03,10
54,2050-02-24,11
61,2050-03-03,8
69,2050-03-11,8
71,2050-03-13,10
90,2050-04-01,3
97,2050-04-08,7
99,2050-04-10,8
103,2050-04-14,6
105,2050-04-16,4
110,2050-04-21,5
123,2050-05-04,6
127,2050-05-08,8
136,2050-05-17,14
147,2050-05-28,6
151,2050-06-01,10
171,2050-06-21,2
174,2050-06-24,5
177,2050-06-27,4
179,2050-06-29,4
186,2050-07-06,15
196,2050-07-16,8
197,2050-07-17,4
205,2050-07-25,6
210,2050-07-30,10
225,2050-08-14,7
239,2050-08-28,7
251,2050-09-09,3
262,2050-09-20,11
264,2050-09-22,14
269,2050-09-27,14
273,2050-10-01,7
278,2050-10-06,7
281,2050-10-09,6
286,2050-10-14,8
289,2050-10-17,11
305,2050-11-02,6
307,2050-11-04,5
313,2050-11-10,11
320,2050-11-17,11
321,2050-11-18,1
331,2050-11-28,10
340,2050-12-07,8
341,2050-12-08,4
344,2050-12-11,3
349,2050-12-16,10
351,2050-12-18,4
359,2050-12-26,2
362,2050-12-29,9
