Day of Year,Date,Weight
0,2050-01-01,5
13,2050-01-14,8
22,2050-01-23,2
29,2050-01-30,11
40,2050-02-10,11
46,2050-02-16,15
57,2050-02-27,5
63,2050-03-05,6
65,2050-03-07,2
68,2050-03-10,11
72,2050-03-14,12
83,2050-03-25,6
99,2050-04-10,11
101,2050-04-12,10
115,2050-04-26,6
116,2050-04-27,9
127,2050-05-08,12
129,2050-05-10,11
139,2050-05-20,5
160,2050-06-10,5
170,2050-06-20,6
186,2050-07-06,18
194,2050-07-14,7
196,2050-07-16,7
197,2050-07-17,4
201,2050-07-21,1
204,2050-07-24,13
232,2050-08-21,5
234,2050-08-23,11
237,2050-08-26,6
262,2050-09-20,15
265,2050-09-23,7
270,2050-09-28,16
273,2050-10-01,5
287,2050-10-15,4
293,2050-10-21,11
297,2050-10-25,6
339,2050-12-06,12
344,2050-12-11,11
349,2050-12-16,10
358,2050-12-25,6
361,2050-12-28,14
362,2050-12-29,7
