Day of Year,Date,Weight
2,2050-01-03,9
13,2050-01-14,7
29,2050-01-30,6
39,2050-02-09,15
72,2050-03-14,12
79,2050-03-21,6
90,2050-04-01,5
97,2050-04-08,9
99,2050-04-10,12
104,2050-04-15,7
139,2050-05-20,8
142,2050-05-23,17
155,2050-06-05,5
158,2050-06-08,15
162,2050-06-12,8
172,2050-06-22,2
182,2050-07-02,7
186,2050-07-06,25
205,2050-07-25,8
207,2050-07-27,11
237,2050-08-26,5
240,2050-08-29,7
255,2050-09-13,10
262,2050-09-20,17
269,2050-09-27,19
270,2050-09-28,10
287,2050-10-15,8
292,2050-10-20,11
297,2050-10-25,6
314,2050-11-11,6
324,2050-11-21,8
325,2050-11-22,16
331,2050-11-28,10
338,2050-12-05,12
358,2050-12-25,10
359,2050-12-26,5
362,2050-12-29,11
