Day of Year,Date,Weight
2,2050-01-03,7
23,2050-01-24,8
32,2050-02-02,4
36,2050-02-06,19
48,2050-02-18,2
56,2050-02-26,3
63,2050-03-05,6
71,2050-03-13,4
72,2050-03-14,8
82,2050-03-24,3
95,2050-04-06,2
96,2050-04-07,6
99,2050-04-10,9
100,2050-04-11,5
101,2050-04-12,7
104,2050-04-15,5
109,2050-04-20,4
110,2050-04-21,3
117,2050-04-28,4
118,2050-04-29,2
128,2050-05-09,10
137,2050-05-18,3
143,2050-05-24,5
144,2050-05-25,3
151,2050-06-01,7
152,2050-06-02,4
153,2050-06-03,3
155,2050-06-05,4
161,2050-06-11,5
171,2050-06-21,1
172,2050-06-22,1
176,2050-06-26,4
188,2050-07-08,1
196,2050-07-16,5
198,2050-07-18,2
200,2050-07-20,4
204,2050-07-24,12
207,2050-07-27,7
213,2050-08-02,6
214,2050-08-03,3
216,2050-08-05,1
218,2050-08-07,1
225,2050-08-14,4
230,2050-08-19,4
235,2050-08-24,8
243,2050-09-01,1
259,2050-09-17,4
262,2050-09-20,8
263,2050-09-21,8
266,2050-09-24,7
270,2050-09-28,8
273,2050-10-01,3
278,2050-10-06,4
284,2050-10-12,3
285,2050-10-13,8
287,2050-10-15,4
289,2050-10-17,8
293,2050-10-21,5
312,2050-11-09,7
313,2050-11-10,3
321,2050-11-18,4
322,2050-11-19,3
330,2050-11-27,7
331,2050-11-28,9
335,2050-12-02,5
338,2050-12-05,8
341,2050-12-08,6
343,2050-12-10,6
344,2050-12-11,4
354,2050-12-21,9
358,2050-12-25,4
