Day of Year,Date,Weight
0,2050-01-01,5
8,2050-01-09,5
13,2050-01-14,2
20,2050-01-21,1
21,2050-01-22,3
26,2050-01-27,4
29,2050-01-30,3
31,2050-02-01,2
39,2050-02-09,13
40,2050-02-10,5
63,2050-03-05,4
64,2050-03-06,1
69,2050-03-11,5
70,2050-03-12,3
72,2050-03-14,8
73,2050-03-15,4
84,2050-03-26,2
91,2050-04-02,4
95,2050-04-06,1
98,2050-04-09,3
104,2050-04-15,4
110,2050-04-21,3
112,2050-04-23,1
114,2050-04-25,5
122,2050-05-03,2
127,2050-05-08,7
132,2050-05-13,2
134,2050-05-15,1
137,2050-05-18,4
139,2050-05-20,4
142,2050-05-23,3
150,2050-05-31,2
151,2050-06-01,3
158,2050-06-08,9
160,2050-06-10,4
162,2050-06-12,4
167,2050-06-17,1
172,2050-06-22,1
173,2050-06-23,1
174,2050-06-24,2
175,2050-06-25,3
176,2050-06-26,3
177,2050-06-27,1
178,2050-06-28,3
180,2050-06-30,7
184,2050-07-04,3
191,2050-07-11,2
194,2050-07-14,2
196,2050-07-16,5
197,2050-07-17,2
199,2050-07-19,1
203,2050-07-23,2
205,2050-07-25,5
207,2050-07-27,4
216,2050-08-05,1
217,2050-08-06,1
219,2050-08-08,1
228,2050-08-17,2
234,2050-08-23,4
235,2050-08-24,6
237,2050-08-26,4
239,2050-08-28,5
241,2050-08-30,2
243,2050-09-01,2
252,2050-09-10,2
254,2050-09-12,6
256,2050-09-14,2
259,2050-09-17,4
261,2050-09-19,5
263,2050-09-21,6
264,2050-09-22,7
266,2050-09-24,5
267,2050-09-25,2
270,2050-09-28,7
274,2050-10-02,5
276,2050-10-04,8
284,2050-10-12,2
287,2050-10-15,4
291,2050-10-19,13
299,2050-10-27,4
306,2050-11-03,2
311,2050-11-08,7
321,2050-11-18,6
322,2050-11-19,2
330,2050-11-27,5
331,2050-11-28,11
338,2050-12-05,8
340,2050-12-07,3
346,2050-12-13,3
349,2050-12-16,7
354,2050-12-21,7
356,2050-12-23,4
361,2050-12-28,5
364,2050-12-31,1
