Day of Year,Date,Weight
4,2050-01-05,5
10,2050-01-11,21
11,2050-01-12,8
15,2050-01-16,3
27,2050-01-28,13
28,2050-01-29,9
58,2050-02-28,30
59,2050-03-01,19
84,2050-03-26,12
91,2050-04-02,14
102,2050-04-13,21
109,2050-04-20,13
132,2050-05-13,11
134,2050-05-15,18
165,2050-06-15,13
171,2050-06-21,1
172,2050-06-22,2
175,2050-06-25,4
181,2050-07-01,4
187,2050-07-07,5
199,2050-07-19,1
205,2050-07-25,5
206,2050-07-26,7
215,2050-08-04,2
219,2050-08-08,7
221,2050-08-10,2
223,2050-08-12,6
229,2050-08-18,9
233,2050-08-22,4
237,2050-08-26,7
240,2050-08-29,4
245,2050-09-03,7
257,2050-09-15,11
268,2050-09-26,15
270,2050-09-28,14
281,2050-10-09,1
284,2050-10-12,14
287,2050-10-15,11
326,2050-11-23,2
357,2050-12-24,10
