Day of Year,Date,Weight
9,2050-01-10,17
12,2050-01-13,17
14,2050-01-15,2
15,2050-01-16,3
19,2050-01-20,3
35,2050-02-05,5
38,2050-02-08,8
46,2050-02-16,13
48,2050-02-18,9
84,2050-03-26,7
97,2050-04-08,7
98,2050-04-09,5
108,2050-04-19,6
114,2050-04-25,7
117,2050-04-28,4
125,2050-05-06,4
130,2050-05-11,9
141,2050-05-22,12
146,2050-05-27,4
161,2050-06-11,4
163,2050-06-13,9
174,2050-06-24,3
189,2050-07-09,2
190,2050-07-10,3
203,2050-07-23,3
205,2050-07-25,5
209,2050-07-29,4
215,2050-08-04,7
217,2050-08-06,3
219,2050-08-08,7
223,2050-08-12,8
225,2050-08-14,8
226,2050-08-15,7
243,2050-09-01,7
247,2050-09-05,5
257,2050-09-15,6
259,2050-09-17,7
262,2050-09-20,8
268,2050-09-26,23
276,2050-10-04,17
279,2050-10-07,4
287,2050-10-15,5
297,2050-10-25,17
302,2050-10-30,1
307,2050-11-04,7
322,2050-11-19,6
323,2050-11-20,10
325,2050-11-22,11
336,2050-12-03,6
364,2050-12-31,10
