Day of Year,Date,Weight
0,2050-01-01,5
11,2050-01-12,17
13,2050-01-14,6
23,2050-01-24,16
32,2050-02-02,9
36,2050-02-06,16
43,2050-02-13,10
72,2050-03-14,15
85,2050-03-27,8
91,2050-04-02,8
99,2050-04-10,9
137,2050-05-18,12
142,2050-05-23,14
147,2050-05-28,8
166,2050-06-16,9
196,2050-07-16,9
200,2050-07-20,7
207,2050-07-27,12
210,2050-07-30,11
213,2050-08-02,12
214,2050-08-03,5
234,2050-08-23,7
239,2050-08-28,11
261,2050-09-19,5
266,2050-09-24,12
269,2050-09-27,17
270,2050-09-28,15
273,2050-10-01,7
276,2050-10-04,14
286,2050-10-14,11
295,2050-10-23,9
325,2050-11-22,17
339,2050-12-06,13
349,2050-12-16,9
