Day of Year,Date,Weight
13,2050-01-14,7
14,2050-01-15,2
31,2050-02-01,2
34,2050-02-04,7
36,2050-02-06,11
54,2050-02-24,10
61,2050-03-03,4
90,2050-04-01,4
97,2050-04-08,4
99,2050-04-10,12
103,2050-04-14,5
104,2050-04-15,7
107,2050-04-18,1
131,2050-05-12,4
136,2050-05-17,12
138,2050-05-19,10
139,2050-05-20,6
142,2050-05-23,12
143,2050-05-24,7
158,2050-06-08,16
161,2050-06-11,4
168,2050-06-18,3
172,2050-06-22,2
180,2050-06-30,8
196,2050-07-16,8
197,2050-07-17,5
204,2050-07-24,12
213,2050-08-02,12
235,2050-08-24,8
237,2050-08-26,6
247,2050-09-05,7
262,2050-09-20,19
266,2050-09-24,8
270,2050-09-28,9
273,2050-10-01,5
287,2050-10-15,5
291,2050-10-19,15
300,2050-10-28,11
305,2050-11-02,5
311,2050-11-08,10
314,2050-11-11,6
331,2050-11-28,13
332,2050-11-29,9
335,2050-12-02,6
338,2050-12-05,11
340,2050-12-07,6
362,2050-12-29,9
