Day of Year,Date,Weight
11,2050-01-12,20
29,2050-01-30,10
36,2050-02-06,18
40,2050-02-10,16
68,2050-03-10,8
72,2050-03-14,14
91,2050-04-02,11
101,2050-04-12,10
104,2050-04-15,9
110,2050-04-21,5
119,2050-04-30,7
128,2050-05-09,12
130,2050-05-11,10
131,2050-05-12,5
158,2050-06-08,21
166,2050-06-16,8
171,2050-06-21,2
179,2050-06-29,3
196,2050-07-16,7
198,2050-07-18,2
202,2050-07-22,4
205,2050-07-25,6
207,2050-07-27,6
210,2050-07-30,11
214,2050-08-03,4
225,2050-08-14,8
235,2050-08-24,11
239,2050-08-28,7
248,2050-09-06,4
262,2050-09-20,14
266,2050-09-24,12
270,2050-09-28,15
285,2050-10-13,8
300,2050-10-28,13
311,2050-11-08,14
337,2050-12-04,2
339,2050-12-06,9
347,2050-12-14,8
349,2050-12-16,11
