Day of Year,Date,Weight
16,2050-01-17,9
28,2050-01-29,9
36,2050-02-06,17
59,2050-03-01,11
60,2050-03-02,11
83,2050-03-25,8
109,2050-04-20,16
111,2050-04-22,13
115,2050-04-26,11
133,2050-05-14,9
145,2050-05-26,30
150,2050-05-31,10
209,2050-07-29,7
218,2050-08-07,4
219,2050-08-08,14
221,2050-08-10,10
231,2050-08-20,7
234,2050-08-23,11
235,2050-08-24,15
240,2050-08-29,8
259,2050-09-17,4
268,2050-09-26,21
270,2050-09-28,15
293,2050-10-21,9
298,2050-10-26,14
325,2050-11-22,16
326,2050-11-23,2
328,2050-11-25,9
329,2050-11-26,11
346,2050-12-13,19
358,2050-12-25,15
