Day of Year,Date,Weight
2,2050-01-03,8
13,2050-01-14,9
23,2050-01-24,14
27,2050-01-28,11
29,2050-01-30,6
36,2050-02-06,22
84,2050-03-26,6
85,2050-03-27,8
97,2050-04-08,8
98,2050-04-09,7
103,2050-04-14,6
105,2050-04-16,5
110,2050-04-21,5
123,2050-05-04,6
128,2050-05-09,20
131,2050-05-12,3
137,2050-05-18,11
139,2050-05-20,6
152,2050-06-02,10
153,2050-06-03,3
172,2050-06-22,2
176,2050-06-26,5
180,2050-06-30,7
196,2050-07-16,9
197,2050-07-17,3
207,2050-07-27,8
213,2050-08-02,5
215,2050-08-04,2
225,2050-08-14,4
232,2050-08-21,3
234,2050-08-23,5
235,2050-08-24,5
237,2050-08-26,5
239,2050-08-28,10
242,2050-08-31,4
254,2050-09-12,18
267,2050-09-25,7
269,2050-09-27,7
284,2050-10-12,7
289,2050-10-17,16
291,2050-10-19,18
306,2050-11-03,6
317,2050-11-14,9
328,2050-11-25,2
331,2050-11-28,13
332,2050-11-29,4
347,2050-12-14,5
360,2050-12-27,2
