Day of Year,Date,Weight
23,2050-01-24,17
29,2050-01-30,6
54,2050-02-24,12
63,2050-03-05,5
69,2050-03-11,9
92,2050-04-03,13
117,2050-04-28,13
139,2050-05-20,8
153,2050-06-03,6
168,2050-06-18,7
176,2050-06-26,12
178,2050-06-28,17
194,2050-07-14,10
197,2050-07-17,3
213,2050-08-02,19
240,2050-08-29,17
251,2050-09-09,5
258,2050-09-16,15
266,2050-09-24,12
269,2050-09-27,23
270,2050-09-28,15
273,2050-10-01,5
277,2050-10-05,25
306,2050-11-03,7
325,2050-11-22,38
334,2050-12-01,8
343,2050-12-10,9
347,2050-12-14,9
355,2050-12-22,20
