Day of Year,Date,Weight
4,2050-01-05,14
13,2050-01-14,6
36,2050-02-06,18
41,2050-02-11,8
52,2050-02-22,4
54,2050-02-24,10
58,2050-02-28,6
76,2050-03-18,1
82,2050-03-24,2
90,2050-04-01,5
93,2050-04-04,5
108,2050-04-19,3
141,2050-05-22,13
146,2050-05-27,5
147,2050-05-28,6
155,2050-06-05,9
166,2050-06-16,7
172,2050-06-22,1
173,2050-06-23,2
178,2050-06-28,5
184,2050-07-04,8
189,2050-07-09,5
191,2050-07-11,3
194,2050-07-14,5
195,2050-07-15,4
197,2050-07-17,4
200,2050-07-20,6
222,2050-08-11,3
233,2050-08-22,6
237,2050-08-26,6
239,2050-08-28,15
245,2050-09-03,11
252,2050-09-10,4
256,2050-09-14,3
261,2050-09-19,12
266,2050-09-24,4
269,2050-09-27,9
281,2050-10-09,8
285,2050-10-13,16
286,2050-10-14,9
287,2050-10-15,7
288,2050-10-16,11
298,2050-10-26,13
308,2050-11-05,7
316,2050-11-13,5
319,2050-11-16,14
336,2050-12-03,7
344,2050-12-11,3
350,2050-12-17,3
354,2050-12-21,15
362,2050-12-29,9
