Day of Year,Date,Weight
9,2050-01-10,9
13,2050-01-14,6
16,2050-01-17,8
24,2050-01-25,8
32,2050-02-02,6
35,2050-02-05,6
36,2050-02-06,11
54,2050-02-24,7
56,2050-02-26,2
63,2050-03-05,5
71,2050-03-13,8
81,2050-03-23,3
84,2050-03-26,4
91,2050-04-02,7
93,2050-04-04,5
101,2050-04-12,8
103,2050-04-14,5
104,2050-04-15,5
110,2050-04-21,4
117,2050-04-28,8
122,2050-05-03,3
128,2050-05-09,12
136,2050-05-17,8
145,2050-05-26,7
146,2050-05-27,4
147,2050-05-28,4
151,2050-06-01,5
153,2050-06-03,4
172,2050-06-22,2
174,2050-06-24,5
186,2050-07-06,8
193,2050-07-13,3
196,2050-07-16,6
205,2050-07-25,6
206,2050-07-26,8
210,2050-07-30,6
213,2050-08-02,9
220,2050-08-09,5
228,2050-08-17,3
236,2050-08-25,4
245,2050-09-03,4
246,2050-09-04,6
254,2050-09-12,7
257,2050-09-15,5
264,2050-09-22,12
266,2050-09-24,10
267,2050-09-25,8
274,2050-10-02,5
278,2050-10-06,5
280,2050-10-08,5
287,2050-10-15,4
317,2050-11-14,6
320,2050-11-17,10
331,2050-11-28,10
335,2050-12-02,2
336,2050-12-03,5
339,2050-12-06,9
340,2050-12-07,5
341,2050-12-08,3
362,2050-12-29,7
