Day of Year,Date,Weight
0,2050-01-01,1
1,2050-01-02,1
2,2050-01-03,1
3,2050-01-04,1
4,2050-01-05,3
11,2050-01-12,7
13,2050-01-14,5
14,2050-01-15,2
15,2050-01-16,1
27,2050-01-28,6
28,2050-01-29,2
29,2050-01-30,4
30,2050-01-31,9
31,2050-02-01,9
34,2050-02-04,3
36,2050-02-06,10
59,2050-03-01,12
62,2050-03-04,4
76,2050-03-18,2
84,2050-03-26,8
87,2050-03-29,5
91,2050-04-02,5
94,2050-04-05,9
102,2050-04-13,6
107,2050-04-18,11
109,2050-04-20,9
115,2050-04-26,4
123,2050-05-04,10
124,2050-05-05,8
132,2050-05-13,9
133,2050-05-14,2
145,2050-05-26,5
146,2050-05-27,3
150,2050-05-31,5
163,2050-06-13,6
167,2050-06-17,4
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
185,2050-07-05,2
186,2050-07-06,2
189,2050-07-09,2
192,2050-07-12,2
193,2050-07-13,4
195,2050-07-15,2
197,2050-07-17,2
199,2050-07-19,1
200,2050-07-20,3
203,2050-07-23,2
210,2050-07-30,4
213,2050-08-02,5
214,2050-08-03,1
216,2050-08-05,1
217,2050-08-06,1
218,2050-08-07,2
220,2050-08-09,3
221,2050-08-10,1
222,2050-08-11,2
223,2050-08-12,3
224,2050-08-13,1
228,2050-08-17,4
230,2050-08-19,1
234,2050-08-23,6
237,2050-08-26,4
242,2050-08-31,6
243,2050-09-01,3
248,2050-09-06,1
251,2050-09-09,1
252,2050-09-10,3
255,2050-09-13,4
261,2050-09-19,2
271,2050-09-29,10
272,2050-09-30,7
276,2050-10-04,7
280,2050-10-08,2
287,2050-10-15,4
297,2050-10-25,14
302,2050-10-30,1
313,2050-11-10,8
314,2050-11-11,5
322,2050-11-19,2
323,2050-11-20,6
328,2050-11-25,1
336,2050-12-03,5
339,2050-12-06,3
340,2050-12-07,9
363,2050-12-30,4
