Day of Year,Date,Weight
7,2050-01-08,3
9,2050-01-10,12
16,2050-01-17,6
21,2050-01-22,4
31,2050-02-01,2
32,2050-02-02,7
41,2050-02-11,7
46,2050-02-16,16
59,2050-03-01,1
63,2050-03-05,5
71,2050-03-13,7
73,2050-03-15,9
93,2050-04-04,6
109,2050-04-20,5
110,2050-04-21,7
114,2050-04-25,10
121,2050-05-02,5
136,2050-05-17,8
147,2050-05-28,3
161,2050-06-11,4
166,2050-06-16,7
175,2050-06-25,4
180,2050-06-30,7
187,2050-07-07,2
188,2050-07-08,1
191,2050-07-11,3
196,2050-07-16,7
198,2050-07-18,2
199,2050-07-19,2
205,2050-07-25,4
207,2050-07-27,4
210,2050-07-30,8
213,2050-08-02,8
215,2050-08-04,1
216,2050-08-05,1
218,2050-08-07,1
225,2050-08-14,3
237,2050-08-26,3
239,2050-08-28,7
240,2050-08-29,2
241,2050-08-30,3
247,2050-09-05,10
261,2050-09-19,9
264,2050-09-22,6
266,2050-09-24,9
270,2050-09-28,9
272,2050-09-30,3
274,2050-10-02,6
280,2050-10-08,4
281,2050-10-09,9
287,2050-10-15,5
288,2050-10-16,9
289,2050-10-17,4
290,2050-10-18,6
294,2050-10-22,5
296,2050-10-24,3
307,2050-11-04,2
313,2050-11-10,4
315,2050-11-12,3
328,2050-11-25,1
330,2050-11-27,4
332,2050-11-29,7
340,2050-12-07,8
343,2050-12-10,4
345,2050-12-12,5
349,2050-12-16,10
355,2050-12-22,7
359,2050-12-26,3
360,2050-12-27,1
364,2050-12-31,2
