Day of Year,Date,Weight
0,2050-01-01,5
9,2050-01-10,11
12,2050-01-13,1
14,2050-01-15,2
17,2050-01-18,3
35,2050-02-05,6
36,2050-02-06,10
40,2050-02-10,8
53,2050-02-23,7
63,2050-03-05,4
80,2050-03-22,1
83,2050-03-25,2
86,2050-03-28,2
93,2050-04-04,6
99,2050-04-10,8
103,2050-04-14,5
109,2050-04-20,4
110,2050-04-21,4
112,2050-04-23,2
127,2050-05-08,3
131,2050-05-12,2
132,2050-05-13,2
136,2050-05-17,7
143,2050-05-24,6
157,2050-06-07,2
158,2050-06-08,8
161,2050-06-11,4
165,2050-06-15,7
166,2050-06-16,7
171,2050-06-21,2
173,2050-06-23,1
179,2050-06-29,2
184,2050-07-04,3
185,2050-07-05,3
186,2050-07-06,4
190,2050-07-10,2
196,2050-07-16,5
198,2050-07-18,2
199,2050-07-19,1
200,2050-07-20,3
205,2050-07-25,5
207,2050-07-27,4
211,2050-07-31,3
214,2050-08-03,2
216,2050-08-05,1
218,2050-08-07,1
220,2050-08-09,1
225,2050-08-14,4
230,2050-08-19,3
235,2050-08-24,5
236,2050-08-25,2
239,2050-08-28,6
244,2050-09-02,2
251,2050-09-09,2
257,2050-09-15,3
259,2050-09-17,4
262,2050-09-20,7
263,2050-09-21,7
264,2050-09-22,5
270,2050-09-28,8
272,2050-09-30,3
278,2050-10-06,5
280,2050-10-08,2
283,2050-10-11,5
286,2050-10-14,4
287,2050-10-15,4
289,2050-10-17,6
292,2050-10-20,3
293,2050-10-21,8
294,2050-10-22,3
295,2050-10-23,4
300,2050-10-28,3
305,2050-11-02,5
306,2050-11-03,2
311,2050-11-08,7
314,2050-11-11,6
316,2050-11-13,8
322,2050-11-19,2
331,2050-11-28,10
338,2050-12-05,9
341,2050-12-08,4
353,2050-12-20,2
354,2050-12-21,5
356,2050-12-23,5
362,2050-12-29,8
