Day of Year,Date,Weight
9,2050-01-10,12
43,2050-02-13,2
98,2050-04-09,9
99,2050-04-10,16
104,2050-04-15,10
109,2050-04-20,5
128,2050-05-09,14
129,2050-05-10,7
136,2050-05-17,19
144,2050-05-25,8
148,2050-05-29,1
150,2050-05-31,8
151,2050-06-01,11
158,2050-06-08,16
186,2050-07-06,19
196,2050-07-16,12
205,2050-07-25,11
225,2050-08-14,7
264,2050-09-22,22
269,2050-09-27,15
287,2050-10-15,7
288,2050-10-16,15
293,2050-10-21,12
309,2050-11-06,9
311,2050-11-08,14
314,2050-11-11,6
325,2050-11-22,31
326,2050-11-23,3
332,2050-11-29,7
338,2050-12-05,16
355,2050-12-22,14
362,2050-12-29,7
