Day of Year,Date,Weight
3,2050-01-04,6
9,2050-01-10,15
13,2050-01-14,7
53,2050-02-23,18
63,2050-03-05,5
70,2050-03-12,8
73,2050-03-15,22
109,2050-04-20,11
110,2050-04-21,6
111,2050-04-22,8
137,2050-05-18,13
143,2050-05-24,10
153,2050-06-03,5
172,2050-06-22,2
174,2050-06-24,6
185,2050-07-05,4
186,2050-07-06,15
196,2050-07-16,5
197,2050-07-17,2
205,2050-07-25,6
207,2050-07-27,8
210,2050-07-30,10
225,2050-08-14,7
239,2050-08-28,9
257,2050-09-15,9
262,2050-09-20,14
270,2050-09-28,13
274,2050-10-02,14
282,2050-10-10,14
287,2050-10-15,7
289,2050-10-17,18
292,2050-10-20,17
319,2050-11-16,12
321,2050-11-18,12
331,2050-11-28,11
362,2050-12-29,16
