Day of Year,Date,Weight
2,2050-01-03,10
7,2050-01-08,4
23,2050-01-24,6
27,2050-01-28,2
29,2050-01-30,6
34,2050-02-04,7
36,2050-02-06,15
60,2050-03-02,4
68,2050-03-10,11
70,2050-03-12,4
73,2050-03-15,9
77,2050-03-19,3
81,2050-03-23,2
85,2050-03-27,4
103,2050-04-14,5
104,2050-04-15,4
110,2050-04-21,3
123,2050-05-04,4
128,2050-05-09,10
130,2050-05-11,6
136,2050-05-17,11
138,2050-05-19,4
139,2050-05-20,5
143,2050-05-24,5
149,2050-05-30,5
158,2050-06-08,11
161,2050-06-11,4
165,2050-06-15,5
172,2050-06-22,2
173,2050-06-23,1
175,2050-06-25,3
184,2050-07-04,3
185,2050-07-05,4
186,2050-07-06,9
196,2050-07-16,8
197,2050-07-17,4
210,2050-07-30,9
213,2050-08-02,6
215,2050-08-04,1
217,2050-08-06,1
222,2050-08-11,4
228,2050-08-17,3
234,2050-08-23,8
239,2050-08-28,7
251,2050-09-09,2
261,2050-09-19,7
266,2050-09-24,7
267,2050-09-25,2
270,2050-09-28,9
274,2050-10-02,6
277,2050-10-05,8
280,2050-10-08,3
287,2050-10-15,4
292,2050-10-20,5
300,2050-10-28,9
311,2050-11-08,9
314,2050-11-11,5
317,2050-11-14,5
322,2050-11-19,4
330,2050-11-27,5
331,2050-11-28,11
338,2050-12-05,9
341,2050-12-08,4
342,2050-12-09,4
359,2050-12-26,5
