Day of Year,Date,Weight
3,2050-01-04,5
29,2050-01-30,3
35,2050-02-05,6
36,2050-02-06,18
48,2050-02-18,3
63,2050-03-05,4
74,2050-03-16,7
91,2050-04-02,4
104,2050-04-15,6
105,2050-04-16,3
117,2050-04-28,7
122,2050-05-03,2
129,2050-05-10,4
132,2050-05-13,3
134,2050-05-15,2
137,2050-05-18,4
141,2050-05-22,11
144,2050-05-25,8
147,2050-05-28,4
166,2050-06-16,5
168,2050-06-18,7
171,2050-06-21,1
178,2050-06-28,6
186,2050-07-06,9
187,2050-07-07,1
189,2050-07-09,3
195,2050-07-15,5
200,2050-07-20,5
207,2050-07-27,6
208,2050-07-28,2
215,2050-08-04,2
216,2050-08-05,2
218,2050-08-07,2
221,2050-08-10,5
228,2050-08-17,3
231,2050-08-20,1
234,2050-08-23,8
239,2050-08-28,7
245,2050-09-03,6
254,2050-09-12,6
256,2050-09-14,2
258,2050-09-16,6
260,2050-09-18,7
264,2050-09-22,10
266,2050-09-24,6
272,2050-09-30,5
282,2050-10-10,11
285,2050-10-13,12
287,2050-10-15,4
288,2050-10-16,9
297,2050-10-25,2
304,2050-11-01,2
307,2050-11-04,3
317,2050-11-14,7
320,2050-11-17,8
321,2050-11-18,6
325,2050-11-22,17
329,2050-11-26,8
334,2050-12-01,6
342,2050-12-09,7
347,2050-12-14,4
348,2050-12-15,9
354,2050-12-21,13
359,2050-12-26,2
362,2050-12-29,3
