Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,5
12,2050-01-13,7
22,2050-01-23,9
25,2050-01-26,11
27,2050-01-28,10
36,2050-02-06,9
57,2050-02-27,13
79,2050-03-21,16
81,2050-03-23,9
84,2050-03-26,10
87,2050-03-29,6
94,2050-04-05,15
97,2050-04-08,6
98,2050-04-09,6
109,2050-04-20,11
115,2050-04-26,4
126,2050-05-07,4
134,2050-05-15,11
146,2050-05-27,4
151,2050-06-01,6
165,2050-06-15,9
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
175,2050-06-25,4
180,2050-06-30,2
181,2050-07-01,6
194,2050-07-14,2
199,2050-07-19,1
200,2050-07-20,4
214,2050-08-03,2
215,2050-08-04,2
216,2050-08-05,2
219,2050-08-08,8
221,2050-08-10,1
229,2050-08-18,8
234,2050-08-23,9
237,2050-08-26,7
240,2050-08-29,6
242,2050-08-31,7
248,2050-09-06,1
252,2050-09-10,3
255,2050-09-13,4
259,2050-09-17,8
272,2050-09-30,9
276,2050-10-04,10
285,2050-10-13,15
312,2050-11-09,4
314,2050-11-11,7
323,2050-11-20,6
325,2050-11-22,9
336,2050-12-03,12
340,2050-12-07,9
357,2050-12-24,10
