Day of Year,Date,Weight
1,2050-01-02,1
2,2050-01-03,1
3,2050-01-04,1
10,2050-01-11,2
12,2050-01-13,14
13,2050-01-14,3
14,2050-01-15,2
16,2050-01-17,6
18,2050-01-19,3
28,2050-01-29,3
32,2050-02-02,5
35,2050-02-05,4
38,2050-02-08,7
42,2050-02-12,3
45,2050-02-15,8
58,2050-02-28,6
62,2050-03-04,4
84,2050-03-26,5
87,2050-03-29,6
90,2050-04-01,4
98,2050-04-09,3
103,2050-04-14,2
105,2050-04-16,2
108,2050-04-19,6
113,2050-04-24,9
116,2050-04-27,5
120,2050-05-01,4
125,2050-05-06,4
133,2050-05-14,2
135,2050-05-16,14
146,2050-05-27,5
150,2050-05-31,5
161,2050-06-11,3
163,2050-06-13,8
167,2050-06-17,3
171,2050-06-21,1
173,2050-06-23,1
180,2050-06-30,1
185,2050-07-05,2
190,2050-07-10,2
195,2050-07-15,2
198,2050-07-18,2
199,2050-07-19,1
203,2050-07-23,3
208,2050-07-28,4
215,2050-08-04,2
217,2050-08-06,2
218,2050-08-07,4
219,2050-08-08,7
220,2050-08-09,5
221,2050-08-10,2
223,2050-08-12,5
228,2050-08-17,4
230,2050-08-19,1
231,2050-08-20,3
234,2050-08-23,3
237,2050-08-26,2
240,2050-08-29,3
242,2050-08-31,2
243,2050-09-01,6
244,2050-09-02,2
251,2050-09-09,2
252,2050-09-10,1
257,2050-09-15,4
259,2050-09-17,7
260,2050-09-18,6
261,2050-09-19,1
267,2050-09-25,1
268,2050-09-26,12
276,2050-10-04,11
283,2050-10-11,10
298,2050-10-26,13
300,2050-10-28,7
301,2050-10-29,4
302,2050-10-30,1
304,2050-11-01,1
313,2050-11-10,3
314,2050-11-11,5
321,2050-11-18,4
323,2050-11-20,6
325,2050-11-22,6
339,2050-12-06,1
340,2050-12-07,8
342,2050-12-09,7
349,2050-12-16,4
354,2050-12-21,4
358,2050-12-25,1
