Day of Year,Date,Weight
2,2050-01-03,3
3,2050-01-04,2
4,2050-01-05,2
10,2050-01-11,19
38,2050-02-08,16
51,2050-02-21,17
55,2050-02-25,19
57,2050-02-27,9
95,2050-04-06,14
109,2050-04-20,8
115,2050-04-26,9
132,2050-05-13,9
136,2050-05-17,14
145,2050-05-26,9
150,2050-05-31,3
165,2050-06-15,11
176,2050-06-26,2
182,2050-07-02,6
184,2050-07-04,4
186,2050-07-06,3
193,2050-07-13,7
196,2050-07-16,3
203,2050-07-23,2
204,2050-07-24,1
207,2050-07-27,7
212,2050-08-01,2
215,2050-08-04,4
221,2050-08-10,7
228,2050-08-17,5
232,2050-08-21,4
234,2050-08-23,4
236,2050-08-25,6
237,2050-08-26,3
251,2050-09-09,4
254,2050-09-12,12
256,2050-09-14,3
259,2050-09-17,14
268,2050-09-26,19
279,2050-10-07,14
298,2050-10-26,16
300,2050-10-28,10
320,2050-11-17,9
336,2050-12-03,9
337,2050-12-04,8
356,2050-12-23,4
364,2050-12-31,9
