Day of Year,Date,Weight
9,2050-01-10,12
15,2050-01-16,4
30,2050-01-31,6
35,2050-02-05,7
36,2050-02-06,9
42,2050-02-12,3
43,2050-02-13,4
50,2050-02-20,11
54,2050-02-24,8
55,2050-02-25,3
59,2050-03-01,8
69,2050-03-11,5
82,2050-03-24,2
100,2050-04-11,12
102,2050-04-13,2
104,2050-04-15,6
127,2050-05-08,7
130,2050-05-11,9
132,2050-05-13,5
142,2050-05-23,7
145,2050-05-26,15
150,2050-05-31,9
155,2050-06-05,10
160,2050-06-10,4
161,2050-06-11,6
167,2050-06-17,5
171,2050-06-21,2
172,2050-06-22,1
186,2050-07-06,5
188,2050-07-08,2
196,2050-07-16,3
198,2050-07-18,2
199,2050-07-19,1
204,2050-07-24,2
205,2050-07-25,6
218,2050-08-07,1
219,2050-08-08,11
223,2050-08-12,5
234,2050-08-23,11
235,2050-08-24,10
238,2050-08-27,6
265,2050-09-23,9
268,2050-09-26,21
277,2050-10-05,7
279,2050-10-07,11
280,2050-10-08,4
291,2050-10-19,17
312,2050-11-09,4
328,2050-11-25,6
335,2050-12-02,3
343,2050-12-10,8
345,2050-12-12,6
350,2050-12-17,2
354,2050-12-21,7
358,2050-12-25,7
364,2050-12-31,6
