Day of Year,Date,Weight
0,2050-01-01,5
2,2050-01-03,9
13,2050-01-14,5
28,2050-01-29,7
31,2050-02-01,4
40,2050-02-10,8
54,2050-02-24,10
65,2050-03-07,1
69,2050-03-11,9
91,2050-04-02,7
99,2050-04-10,10
100,2050-04-11,5
105,2050-04-16,3
109,2050-04-20,3
110,2050-04-21,5
112,2050-04-23,4
119,2050-04-30,2
126,2050-05-07,5
128,2050-05-09,11
133,2050-05-14,2
161,2050-06-11,4
175,2050-06-25,5
196,2050-07-16,8
197,2050-07-17,5
199,2050-07-19,2
205,2050-07-25,7
213,2050-08-02,18
225,2050-08-14,5
237,2050-08-26,5
240,2050-08-29,5
248,2050-09-06,9
259,2050-09-17,4
262,2050-09-20,8
269,2050-09-27,11
270,2050-09-28,12
278,2050-10-06,6
281,2050-10-09,7
284,2050-10-12,4
285,2050-10-13,10
287,2050-10-15,3
288,2050-10-16,12
297,2050-10-25,5
298,2050-10-26,9
314,2050-11-11,4
320,2050-11-17,8
325,2050-11-22,21
331,2050-11-28,10
334,2050-12-01,5
338,2050-12-05,12
339,2050-12-06,11
347,2050-12-14,7
351,2050-12-18,2
356,2050-12-23,6
