Day of Year,Date,Weight
3,2050-01-04,6
12,2050-01-13,1
36,2050-02-06,10
40,2050-02-10,9
43,2050-02-13,2
53,2050-02-23,6
56,2050-02-26,1
58,2050-02-28,5
63,2050-03-05,4
68,2050-03-10,7
70,2050-03-12,4
71,2050-03-13,4
80,2050-03-22,1
86,2050-03-28,2
99,2050-04-10,6
100,2050-04-11,3
104,2050-04-15,6
115,2050-04-26,4
122,2050-05-03,3
123,2050-05-04,4
125,2050-05-06,1
128,2050-05-09,8
130,2050-05-11,4
136,2050-05-17,6
139,2050-05-20,5
141,2050-05-22,2
142,2050-05-23,7
152,2050-06-02,3
153,2050-06-03,3
161,2050-06-11,4
164,2050-06-14,4
170,2050-06-20,3
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
175,2050-06-25,3
180,2050-06-30,5
184,2050-07-04,4
185,2050-07-05,2
190,2050-07-10,3
196,2050-07-16,4
197,2050-07-17,2
199,2050-07-19,1
202,2050-07-22,1
204,2050-07-24,6
206,2050-07-26,5
207,2050-07-27,6
214,2050-08-03,2
215,2050-08-04,1
216,2050-08-05,1
217,2050-08-06,1
218,2050-08-07,1
219,2050-08-08,1
225,2050-08-14,3
228,2050-08-17,1
232,2050-08-21,2
235,2050-08-24,5
238,2050-08-27,3
247,2050-09-05,3
252,2050-09-10,1
258,2050-09-16,5
262,2050-09-20,7
266,2050-09-24,8
269,2050-09-27,6
270,2050-09-28,9
272,2050-09-30,3
275,2050-10-03,5
284,2050-10-12,3
287,2050-10-15,5
289,2050-10-17,8
290,2050-10-18,4
295,2050-10-23,6
302,2050-10-30,1
305,2050-11-02,5
311,2050-11-08,8
314,2050-11-11,4
321,2050-11-18,2
325,2050-11-22,7
326,2050-11-23,4
331,2050-11-28,9
335,2050-12-02,3
338,2050-12-05,9
341,2050-12-08,6
344,2050-12-11,3
349,2050-12-16,9
353,2050-12-20,2
354,2050-12-21,8
359,2050-12-26,2
362,2050-12-29,6
