Day of Year,Date,Weight
9,2050-01-10,11
13,2050-01-14,3
23,2050-01-24,5
32,2050-02-02,4
36,2050-02-06,12
41,2050-02-11,4
60,2050-03-02,3
63,2050-03-05,4
66,2050-03-08,3
70,2050-03-12,3
79,2050-03-21,6
85,2050-03-27,2
90,2050-04-01,3
92,2050-04-03,6
95,2050-04-06,2
99,2050-04-10,7
104,2050-04-15,2
109,2050-04-20,3
111,2050-04-22,4
112,2050-04-23,1
118,2050-04-29,1
121,2050-05-02,2
123,2050-05-04,2
125,2050-05-06,2
128,2050-05-09,8
132,2050-05-13,2
133,2050-05-14,1
134,2050-05-15,1
147,2050-05-28,2
155,2050-06-05,2
159,2050-06-09,4
161,2050-06-11,3
162,2050-06-12,4
163,2050-06-13,2
166,2050-06-16,7
169,2050-06-19,2
171,2050-06-21,1
172,2050-06-22,1
175,2050-06-25,4
181,2050-07-01,4
190,2050-07-10,3
192,2050-07-12,2
196,2050-07-16,5
198,2050-07-18,2
199,2050-07-19,2
201,2050-07-21,1
204,2050-07-24,4
205,2050-07-25,4
206,2050-07-26,5
207,2050-07-27,4
215,2050-08-04,1
216,2050-08-05,1
225,2050-08-14,5
229,2050-08-18,1
235,2050-08-24,9
237,2050-08-26,4
238,2050-08-27,3
240,2050-08-29,2
243,2050-09-01,2
251,2050-09-09,1
256,2050-09-14,1
259,2050-09-17,3
262,2050-09-20,5
264,2050-09-22,3
270,2050-09-28,9
274,2050-10-02,5
278,2050-10-06,6
279,2050-10-07,1
280,2050-10-08,3
281,2050-10-09,5
286,2050-10-14,4
287,2050-10-15,4
288,2050-10-16,10
291,2050-10-19,15
294,2050-10-22,2
297,2050-10-25,3
300,2050-10-28,5
303,2050-10-31,2
304,2050-11-01,2
308,2050-11-05,3
311,2050-11-08,4
312,2050-11-09,5
314,2050-11-11,5
328,2050-11-25,1
330,2050-11-27,6
338,2050-12-05,11
341,2050-12-08,3
345,2050-12-12,2
346,2050-12-13,4
348,2050-12-15,6
349,2050-12-16,7
354,2050-12-21,8
356,2050-12-23,4
359,2050-12-26,3
363,2050-12-30,1
