Day of Year,Date,Weight
12,2050-01-13,20
18,2050-01-19,5
35,2050-02-05,5
46,2050-02-16,13
55,2050-02-25,20
60,2050-03-02,10
83,2050-03-25,8
90,2050-04-01,7
95,2050-04-06,11
105,2050-04-16,2
114,2050-04-25,10
115,2050-04-26,10
129,2050-05-10,17
133,2050-05-14,2
135,2050-05-16,23
164,2050-06-14,15
197,2050-07-17,5
198,2050-07-18,2
203,2050-07-23,3
205,2050-07-25,6
206,2050-07-26,7
208,2050-07-28,5
209,2050-07-29,6
216,2050-08-05,2
219,2050-08-08,8
224,2050-08-13,9
227,2050-08-16,12
231,2050-08-20,9
234,2050-08-23,4
257,2050-09-15,7
266,2050-09-24,13
283,2050-10-11,25
293,2050-10-21,15
323,2050-11-20,10
325,2050-11-22,12
332,2050-11-29,17
364,2050-12-31,10
