Day of Year,Date,Weight
0,2050-01-01,2
9,2050-01-10,15
12,2050-01-13,16
18,2050-01-19,5
28,2050-01-29,7
46,2050-02-16,14
48,2050-02-18,12
50,2050-02-20,19
60,2050-03-02,6
76,2050-03-18,5
84,2050-03-26,6
97,2050-04-08,6
113,2050-04-24,15
115,2050-04-26,13
118,2050-04-29,4
119,2050-04-30,6
134,2050-05-15,28
150,2050-05-31,10
163,2050-06-13,12
171,2050-06-21,2
172,2050-06-22,2
195,2050-07-15,3
199,2050-07-19,2
202,2050-07-22,5
203,2050-07-23,3
216,2050-08-05,2
219,2050-08-08,11
221,2050-08-10,4
223,2050-08-12,10
225,2050-08-14,12
231,2050-08-20,7
243,2050-09-01,9
251,2050-09-09,4
259,2050-09-17,7
276,2050-10-04,26
279,2050-10-07,12
298,2050-10-26,19
351,2050-12-18,8
358,2050-12-25,4
363,2050-12-30,12
