Day of Year,Date,Weight
8,2050-01-09,8
13,2050-01-14,8
27,2050-01-28,7
34,2050-02-04,12
40,2050-02-10,17
72,2050-03-14,18
96,2050-04-07,9
99,2050-04-10,10
110,2050-04-21,5
128,2050-05-09,12
139,2050-05-20,6
154,2050-06-04,6
155,2050-06-05,9
160,2050-06-10,7
162,2050-06-12,11
193,2050-07-13,4
196,2050-07-16,13
200,2050-07-20,11
220,2050-08-09,5
225,2050-08-14,9
234,2050-08-23,10
239,2050-08-28,11
241,2050-08-30,6
255,2050-09-13,9
259,2050-09-17,5
262,2050-09-20,16
281,2050-10-09,9
283,2050-10-11,5
285,2050-10-13,17
289,2050-10-17,12
293,2050-10-21,11
306,2050-11-03,11
314,2050-11-11,5
325,2050-11-22,20
331,2050-11-28,12
359,2050-12-26,5
362,2050-12-29,14
