Day of Year,Date,Weight
5,2050-01-06,5
8,2050-01-09,4
15,2050-01-16,3
23,2050-01-24,9
46,2050-02-16,12
55,2050-02-25,3
57,2050-02-27,3
58,2050-02-28,6
61,2050-03-03,8
62,2050-03-04,10
76,2050-03-18,4
90,2050-04-01,3
92,2050-04-03,8
98,2050-04-09,4
105,2050-04-16,5
109,2050-04-20,5
116,2050-04-27,4
122,2050-05-03,3
123,2050-05-04,5
128,2050-05-09,8
132,2050-05-13,4
137,2050-05-18,6
143,2050-05-24,7
150,2050-05-31,6
161,2050-06-11,3
165,2050-06-15,3
167,2050-06-17,4
171,2050-06-21,2
172,2050-06-22,1
173,2050-06-23,1
177,2050-06-27,8
182,2050-07-02,3
185,2050-07-05,5
186,2050-07-06,7
190,2050-07-10,7
195,2050-07-15,2
198,2050-07-18,2
199,2050-07-19,1
203,2050-07-23,2
204,2050-07-24,2
216,2050-08-05,1
218,2050-08-07,1
219,2050-08-08,7
221,2050-08-10,4
222,2050-08-11,1
235,2050-08-24,13
237,2050-08-26,4
244,2050-09-02,1
245,2050-09-03,4
250,2050-09-08,3
251,2050-09-09,1
254,2050-09-12,5
263,2050-09-21,5
264,2050-09-22,5
266,2050-09-24,8
273,2050-10-01,4
276,2050-10-04,10
280,2050-10-08,3
281,2050-10-09,4
283,2050-10-11,5
285,2050-10-13,10
286,2050-10-14,4
297,2050-10-25,9
302,2050-10-30,4
315,2050-11-12,2
323,2050-11-20,5
324,2050-11-21,4
325,2050-11-22,9
328,2050-11-25,4
337,2050-12-04,3
343,2050-12-10,5
344,2050-12-11,4
346,2050-12-13,6
353,2050-12-20,10
364,2050-12-31,9
