Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,3
7,2050-01-08,4
9,2050-01-10,14
11,2050-01-12,5
13,2050-01-14,7
14,2050-01-15,2
18,2050-01-19,1
24,2050-01-25,8
32,2050-02-02,8
33,2050-02-03,6
34,2050-02-04,3
42,2050-02-12,1
44,2050-02-14,5
48,2050-02-18,6
55,2050-02-25,5
56,2050-02-26,3
58,2050-02-28,12
67,2050-03-09,5
73,2050-03-15,6
76,2050-03-18,2
87,2050-03-29,5
95,2050-04-06,6
97,2050-04-08,4
98,2050-04-09,4
105,2050-04-16,2
109,2050-04-20,7
116,2050-04-27,9
132,2050-05-13,3
133,2050-05-14,1
138,2050-05-19,1
142,2050-05-23,7
146,2050-05-27,3
147,2050-05-28,3
151,2050-06-01,4
154,2050-06-04,8
157,2050-06-07,16
170,2050-06-20,2
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
175,2050-06-25,3
177,2050-06-27,9
181,2050-07-01,3
185,2050-07-05,1
186,2050-07-06,3
193,2050-07-13,3
194,2050-07-14,1
196,2050-07-16,2
199,2050-07-19,1
203,2050-07-23,2
206,2050-07-26,5
208,2050-07-28,1
214,2050-08-03,1
215,2050-08-04,2
216,2050-08-05,1
217,2050-08-06,1
218,2050-08-07,3
219,2050-08-08,7
220,2050-08-09,3
221,2050-08-10,1
223,2050-08-12,6
228,2050-08-17,4
230,2050-08-19,1
231,2050-08-20,3
233,2050-08-22,1
234,2050-08-23,3
237,2050-08-26,4
242,2050-08-31,7
248,2050-09-06,1
251,2050-09-09,1
256,2050-09-14,2
258,2050-09-16,1
263,2050-09-21,12
271,2050-09-29,7
272,2050-09-30,8
273,2050-10-01,2
276,2050-10-04,8
284,2050-10-12,10
287,2050-10-15,2
294,2050-10-22,3
299,2050-10-27,2
302,2050-10-30,1
303,2050-10-31,1
310,2050-11-07,1
311,2050-11-08,6
314,2050-11-11,7
324,2050-11-21,5
329,2050-11-26,3
345,2050-12-12,2
358,2050-12-25,1
