Day of Year,Date,Weight
2,2050-01-03,2
9,2050-01-10,22
12,2050-01-13,14
18,2050-01-19,4
20,2050-01-21,2
35,2050-02-05,5
46,2050-02-16,11
53,2050-02-23,8
54,2050-02-24,5
55,2050-02-25,17
84,2050-03-26,5
90,2050-04-01,6
98,2050-04-09,5
112,2050-04-23,2
113,2050-04-24,9
114,2050-04-25,7
115,2050-04-26,10
125,2050-05-06,4
141,2050-05-22,11
150,2050-05-31,8
163,2050-06-13,10
172,2050-06-22,2
183,2050-07-03,6
197,2050-07-17,5
214,2050-08-03,2
216,2050-08-05,2
218,2050-08-07,4
219,2050-08-08,7
220,2050-08-09,10
223,2050-08-12,10
243,2050-09-01,10
251,2050-09-09,3
259,2050-09-17,7
268,2050-09-26,20
276,2050-10-04,20
279,2050-10-07,13
291,2050-10-19,9
298,2050-10-26,15
300,2050-10-28,8
322,2050-11-19,9
323,2050-11-20,11
339,2050-12-06,2
344,2050-12-11,2
352,2050-12-19,6
358,2050-12-25,3
363,2050-12-30,12
