Day of Year,Date,Weight
5,2050-01-06,10
13,2050-01-14,6
27,2050-01-28,3
35,2050-02-05,7
46,2050-02-16,12
75,2050-03-17,10
92,2050-04-03,8
97,2050-04-08,6
99,2050-04-10,8
104,2050-04-15,7
136,2050-05-17,7
137,2050-05-18,11
142,2050-05-23,8
144,2050-05-25,11
147,2050-05-28,3
151,2050-06-01,8
175,2050-06-25,7
176,2050-06-26,7
178,2050-06-28,4
180,2050-06-30,6
195,2050-07-15,5
197,2050-07-17,3
198,2050-07-18,1
199,2050-07-19,3
200,2050-07-20,5
204,2050-07-24,9
205,2050-07-25,4
206,2050-07-26,6
210,2050-07-30,8
233,2050-08-22,5
234,2050-08-23,10
235,2050-08-24,5
245,2050-09-03,8
252,2050-09-10,3
272,2050-09-30,9
274,2050-10-02,9
285,2050-10-13,13
286,2050-10-14,9
288,2050-10-16,16
293,2050-10-21,11
322,2050-11-19,3
323,2050-11-20,9
325,2050-11-22,18
335,2050-12-02,2
338,2050-12-05,7
340,2050-12-07,11
350,2050-12-17,5
352,2050-12-19,11
362,2050-12-29,8
