Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,2
8,2050-01-09,13
14,2050-01-15,2
16,2050-01-17,4
18,2050-01-19,1
23,2050-01-24,3
29,2050-01-30,15
34,2050-02-04,7
39,2050-02-09,7
48,2050-02-18,9
50,2050-02-20,6
56,2050-02-26,2
62,2050-03-04,4
73,2050-03-15,8
84,2050-03-26,5
87,2050-03-29,4
102,2050-04-13,7
105,2050-04-16,5
109,2050-04-20,7
113,2050-04-24,8
117,2050-04-28,5
125,2050-05-06,5
145,2050-05-26,3
149,2050-05-30,1
151,2050-06-01,2
163,2050-06-13,7
172,2050-06-22,1
175,2050-06-25,3
178,2050-06-28,4
181,2050-07-01,4
183,2050-07-03,1
184,2050-07-04,4
186,2050-07-06,3
194,2050-07-14,2
196,2050-07-16,2
199,2050-07-19,2
204,2050-07-24,1
212,2050-08-01,2
213,2050-08-02,1
215,2050-08-04,2
217,2050-08-06,2
218,2050-08-07,4
221,2050-08-10,4
223,2050-08-12,3
225,2050-08-14,2
227,2050-08-16,3
229,2050-08-18,3
232,2050-08-21,4
233,2050-08-22,1
234,2050-08-23,3
236,2050-08-25,4
237,2050-08-26,2
241,2050-08-30,3
245,2050-09-03,3
250,2050-09-08,5
251,2050-09-09,3
252,2050-09-10,3
253,2050-09-11,9
256,2050-09-14,3
259,2050-09-17,8
264,2050-09-22,15
277,2050-10-05,5
279,2050-10-07,10
282,2050-10-10,12
289,2050-10-17,7
292,2050-10-20,5
300,2050-10-28,10
306,2050-11-03,8
314,2050-11-11,4
323,2050-11-20,9
325,2050-11-22,4
332,2050-11-29,5
337,2050-12-04,6
356,2050-12-23,4
360,2050-12-27,4
364,2050-12-31,7
