Day of Year,Date,Weight
4,2050-01-05,5
10,2050-01-11,10
27,2050-01-28,12
39,2050-02-09,25
41,2050-02-11,7
54,2050-02-24,7
84,2050-03-26,7
97,2050-04-08,9
98,2050-04-09,3
105,2050-04-16,2
113,2050-04-24,11
114,2050-04-25,7
115,2050-04-26,9
125,2050-05-06,4
134,2050-05-15,28
143,2050-05-24,18
150,2050-05-31,7
160,2050-06-10,5
171,2050-06-21,2
173,2050-06-23,3
198,2050-07-18,3
203,2050-07-23,3
205,2050-07-25,5
208,2050-07-28,6
209,2050-07-29,5
216,2050-08-05,2
219,2050-08-08,8
223,2050-08-12,8
227,2050-08-16,12
243,2050-09-01,9
251,2050-09-09,4
259,2050-09-17,7
279,2050-10-07,14
283,2050-10-11,27
298,2050-10-26,17
322,2050-11-19,9
323,2050-11-20,16
331,2050-11-28,19
364,2050-12-31,10
