Day of Year,Date,Weight
2,2050-01-03,2
3,2050-01-04,2
9,2050-01-10,15
11,2050-01-12,5
14,2050-01-15,2
18,2050-01-19,2
33,2050-02-03,7
42,2050-02-12,1
44,2050-02-14,3
46,2050-02-16,15
50,2050-02-20,2
55,2050-02-25,9
56,2050-02-26,4
64,2050-03-06,2
69,2050-03-11,5
73,2050-03-15,8
87,2050-03-29,5
98,2050-04-09,4
102,2050-04-13,10
105,2050-04-16,3
109,2050-04-20,8
112,2050-04-23,7
117,2050-04-28,3
128,2050-05-09,7
132,2050-05-13,4
134,2050-05-15,15
138,2050-05-19,2
146,2050-05-27,4
149,2050-05-30,1
151,2050-06-01,4
167,2050-06-17,4
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
175,2050-06-25,4
177,2050-06-27,11
181,2050-07-01,4
186,2050-07-06,2
199,2050-07-19,1
200,2050-07-20,3
205,2050-07-25,3
215,2050-08-04,2
217,2050-08-06,2
219,2050-08-08,7
221,2050-08-10,1
223,2050-08-12,4
225,2050-08-14,5
229,2050-08-18,8
230,2050-08-19,1
232,2050-08-21,1
234,2050-08-23,6
237,2050-08-26,5
240,2050-08-29,2
241,2050-08-30,3
242,2050-08-31,3
243,2050-09-01,3
248,2050-09-06,1
252,2050-09-10,2
254,2050-09-12,9
256,2050-09-14,2
259,2050-09-17,7
263,2050-09-21,11
276,2050-10-04,8
284,2050-10-12,13
300,2050-10-28,13
303,2050-10-31,1
308,2050-11-05,3
310,2050-11-07,1
312,2050-11-09,4
314,2050-11-11,4
325,2050-11-22,11
329,2050-11-26,6
353,2050-12-20,8
355,2050-12-22,3
357,2050-12-24,5
363,2050-12-30,3
