Day of Year,Date,Weight
9,2050-01-10,24
40,2050-02-10,12
45,2050-02-15,15
58,2050-02-28,7
61,2050-03-03,9
74,2050-03-16,8
109,2050-04-20,5
111,2050-04-22,7
123,2050-05-04,11
128,2050-05-09,13
137,2050-05-18,15
144,2050-05-25,5
147,2050-05-28,7
168,2050-06-18,3
180,2050-06-30,8
192,2050-07-12,5
196,2050-07-16,8
199,2050-07-19,2
207,2050-07-27,10
210,2050-07-30,10
215,2050-08-04,2
216,2050-08-05,1
234,2050-08-23,11
235,2050-08-24,8
239,2050-08-28,11
251,2050-09-09,2
261,2050-09-19,9
262,2050-09-20,6
264,2050-09-22,9
270,2050-09-28,8
282,2050-10-10,8
286,2050-10-14,13
289,2050-10-17,15
298,2050-10-26,12
300,2050-10-28,11
301,2050-10-29,5
314,2050-11-11,6
319,2050-11-16,11
328,2050-11-25,2
330,2050-11-27,7
334,2050-12-01,6
339,2050-12-06,11
342,2050-12-09,3
351,2050-12-18,4
