Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,24
13,2050-01-14,6
23,2050-01-24,7
29,2050-01-30,4
39,2050-02-09,11
60,2050-03-02,7
69,2050-03-11,4
90,2050-04-01,4
96,2050-04-07,8
98,2050-04-09,7
100,2050-04-11,5
110,2050-04-21,4
117,2050-04-28,8
119,2050-04-30,1
126,2050-05-07,4
128,2050-05-09,17
131,2050-05-12,4
138,2050-05-19,8
139,2050-05-20,5
143,2050-05-24,10
171,2050-06-21,2
175,2050-06-25,4
179,2050-06-29,3
186,2050-07-06,18
196,2050-07-16,7
198,2050-07-18,2
205,2050-07-25,5
207,2050-07-27,8
210,2050-07-30,10
218,2050-08-07,2
229,2050-08-18,2
239,2050-08-28,6
240,2050-08-29,2
256,2050-09-14,2
261,2050-09-19,10
268,2050-09-26,7
270,2050-09-28,12
287,2050-10-15,5
288,2050-10-16,12
291,2050-10-19,14
293,2050-10-21,8
298,2050-10-26,13
306,2050-11-03,2
314,2050-11-11,5
321,2050-11-18,5
330,2050-11-27,5
334,2050-12-01,6
338,2050-12-05,11
349,2050-12-16,10
354,2050-12-21,13
