Day of Year,Date,Weight
9,2050-01-10,16
13,2050-01-14,8
29,2050-01-30,5
32,2050-02-02,7
40,2050-02-10,10
46,2050-02-16,14
63,2050-03-05,6
68,2050-03-10,7
70,2050-03-12,4
72,2050-03-14,9
88,2050-03-30,3
90,2050-04-01,5
109,2050-04-20,5
111,2050-04-22,7
114,2050-04-25,12
139,2050-05-20,3
142,2050-05-23,11
148,2050-05-29,1
153,2050-06-03,2
160,2050-06-10,5
162,2050-06-12,8
172,2050-06-22,1
175,2050-06-25,3
176,2050-06-26,6
179,2050-06-29,3
186,2050-07-06,13
194,2050-07-14,5
196,2050-07-16,6
197,2050-07-17,2
205,2050-07-25,9
207,2050-07-27,10
228,2050-08-17,2
234,2050-08-23,7
238,2050-08-27,6
257,2050-09-15,12
259,2050-09-17,3
263,2050-09-21,12
270,2050-09-28,12
278,2050-10-06,5
280,2050-10-08,5
284,2050-10-12,6
287,2050-10-15,4
289,2050-10-17,14
294,2050-10-22,5
305,2050-11-02,8
307,2050-11-04,2
316,2050-11-13,7
321,2050-11-18,4
330,2050-11-27,5
338,2050-12-05,9
339,2050-12-06,11
348,2050-12-15,7
349,2050-12-16,10
359,2050-12-26,3
