Day of Year,Date,Weight
13,2050-01-14,5
15,2050-01-16,3
28,2050-01-29,10
36,2050-02-06,14
43,2050-02-13,7
44,2050-02-14,9
50,2050-02-20,16
57,2050-02-27,4
58,2050-02-28,5
68,2050-03-10,10
73,2050-03-15,11
82,2050-03-24,3
97,2050-04-08,6
104,2050-04-15,6
114,2050-04-25,16
119,2050-04-30,1
126,2050-05-07,6
141,2050-05-22,8
143,2050-05-24,8
148,2050-05-29,2
150,2050-05-31,6
166,2050-06-16,7
167,2050-06-17,5
171,2050-06-21,1
176,2050-06-26,2
185,2050-07-05,4
186,2050-07-06,7
197,2050-07-17,2
199,2050-07-19,2
204,2050-07-24,2
205,2050-07-25,5
209,2050-07-29,6
214,2050-08-03,2
217,2050-08-06,3
219,2050-08-08,11
231,2050-08-20,7
234,2050-08-23,7
235,2050-08-24,13
250,2050-09-08,3
264,2050-09-22,7
269,2050-09-27,4
276,2050-10-04,9
279,2050-10-07,8
285,2050-10-13,16
289,2050-10-17,17
300,2050-10-28,8
301,2050-10-29,3
312,2050-11-09,6
314,2050-11-11,6
324,2050-11-21,9
328,2050-11-25,9
329,2050-11-26,9
346,2050-12-13,9
