Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,2
8,2050-01-09,13
16,2050-01-17,4
18,2050-01-19,1
20,2050-01-21,2
29,2050-01-30,14
32,2050-02-02,10
34,2050-02-04,8
45,2050-02-15,3
48,2050-02-18,12
57,2050-02-27,8
62,2050-03-04,8
68,2050-03-10,4
95,2050-04-06,15
114,2050-04-25,15
132,2050-05-13,10
135,2050-05-16,13
136,2050-05-17,10
145,2050-05-26,9
161,2050-06-11,1
165,2050-06-15,11
181,2050-07-01,4
186,2050-07-06,3
195,2050-07-15,2
198,2050-07-18,6
200,2050-07-20,3
204,2050-07-24,1
205,2050-07-25,5
206,2050-07-26,5
209,2050-07-29,4
210,2050-07-30,4
211,2050-07-31,2
213,2050-08-02,1
216,2050-08-05,2
220,2050-08-09,6
227,2050-08-16,3
229,2050-08-18,3
234,2050-08-23,4
236,2050-08-25,5
238,2050-08-27,2
247,2050-09-05,8
250,2050-09-08,5
256,2050-09-14,3
259,2050-09-17,14
268,2050-09-26,22
279,2050-10-07,10
284,2050-10-12,11
300,2050-10-28,10
311,2050-11-08,6
314,2050-11-11,4
320,2050-11-17,9
337,2050-12-04,8
360,2050-12-27,4
364,2050-12-31,9
