Day of Year,Date,Weight
2,2050-01-03,1
9,2050-01-10,17
15,2050-01-16,3
19,2050-01-20,2
20,2050-01-21,2
21,2050-01-22,2
26,2050-01-27,3
27,2050-01-28,7
32,2050-02-02,4
35,2050-02-05,4
42,2050-02-12,3
45,2050-02-15,9
50,2050-02-20,12
68,2050-03-10,5
82,2050-03-24,8
84,2050-03-26,5
90,2050-04-01,4
94,2050-04-05,10
98,2050-04-09,3
108,2050-04-19,5
112,2050-04-23,2
125,2050-05-06,4
126,2050-05-07,2
128,2050-05-09,3
129,2050-05-10,12
137,2050-05-18,7
145,2050-05-26,4
146,2050-05-27,3
148,2050-05-29,1
150,2050-05-31,5
160,2050-06-10,2
163,2050-06-13,8
165,2050-06-15,1
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,1
174,2050-06-24,2
181,2050-07-01,4
183,2050-07-03,4
185,2050-07-05,2
186,2050-07-06,4
188,2050-07-08,1
192,2050-07-12,4
194,2050-07-14,2
195,2050-07-15,1
196,2050-07-16,1
199,2050-07-19,1
203,2050-07-23,3
206,2050-07-26,5
208,2050-07-28,2
209,2050-07-29,4
210,2050-07-30,2
211,2050-07-31,1
212,2050-08-01,2
215,2050-08-04,2
216,2050-08-05,2
219,2050-08-08,5
220,2050-08-09,5
221,2050-08-10,2
222,2050-08-11,2
231,2050-08-20,3
234,2050-08-23,3
242,2050-08-31,2
246,2050-09-04,1
254,2050-09-12,14
257,2050-09-15,3
258,2050-09-16,1
259,2050-09-17,7
277,2050-10-05,9
278,2050-10-06,6
279,2050-10-07,4
291,2050-10-19,6
298,2050-10-26,10
300,2050-10-28,5
301,2050-10-29,4
302,2050-10-30,1
304,2050-11-01,1
308,2050-11-05,1
313,2050-11-10,3
314,2050-11-11,5
317,2050-11-14,2
320,2050-11-17,5
321,2050-11-18,5
336,2050-12-03,4
341,2050-12-08,5
346,2050-12-13,3
348,2050-12-15,4
349,2050-12-16,5
352,2050-12-19,11
358,2050-12-25,2
