Day of Year,Date,Weight
9,2050-01-10,14
10,2050-01-11,1
13,2050-01-14,4
15,2050-01-16,3
31,2050-02-01,6
36,2050-02-06,13
44,2050-02-14,4
60,2050-03-02,9
68,2050-03-10,9
70,2050-03-12,6
92,2050-04-03,11
97,2050-04-08,5
105,2050-04-16,6
109,2050-04-20,5
112,2050-04-23,4
115,2050-04-26,6
116,2050-04-27,5
119,2050-04-30,1
127,2050-05-08,7
143,2050-05-24,9
150,2050-05-31,6
167,2050-06-17,8
171,2050-06-21,2
172,2050-06-22,1
173,2050-06-23,2
176,2050-06-26,2
186,2050-07-06,7
189,2050-07-09,5
198,2050-07-18,2
204,2050-07-24,3
205,2050-07-25,5
207,2050-07-27,5
210,2050-07-30,2
216,2050-08-05,1
218,2050-08-07,1
227,2050-08-16,5
229,2050-08-18,10
234,2050-08-23,7
236,2050-08-25,6
238,2050-08-27,5
245,2050-09-03,6
251,2050-09-09,1
254,2050-09-12,5
255,2050-09-13,10
262,2050-09-20,12
264,2050-09-22,7
268,2050-09-26,12
273,2050-10-01,7
279,2050-10-07,10
285,2050-10-13,15
297,2050-10-25,7
301,2050-10-29,2
319,2050-11-16,7
327,2050-11-24,7
328,2050-11-25,6
334,2050-12-01,6
349,2050-12-16,12
354,2050-12-21,12
358,2050-12-25,8
