Day of Year,Date,Weight
9,2050-01-10,24
16,2050-01-17,9
41,2050-02-11,10
46,2050-02-16,23
73,2050-03-15,20
85,2050-03-27,8
90,2050-04-01,4
91,2050-04-02,9
98,2050-04-09,10
99,2050-04-10,14
104,2050-04-15,8
121,2050-05-02,7
128,2050-05-09,12
136,2050-05-17,9
142,2050-05-23,8
143,2050-05-24,8
184,2050-07-04,5
185,2050-07-05,7
186,2050-07-06,17
194,2050-07-14,6
202,2050-07-22,2
204,2050-07-24,16
207,2050-07-27,9
233,2050-08-22,4
257,2050-09-15,9
266,2050-09-24,10
267,2050-09-25,14
269,2050-09-27,20
278,2050-10-06,8
288,2050-10-16,15
295,2050-10-23,10
330,2050-11-27,7
334,2050-12-01,6
339,2050-12-06,12
357,2050-12-24,5
