Day of Year,Date,Weight
9,2050-01-10,11
13,2050-01-14,5
15,2050-01-16,4
16,2050-01-17,6
17,2050-01-18,5
24,2050-01-25,7
41,2050-02-11,5
46,2050-02-16,21
52,2050-02-22,3
60,2050-03-02,2
63,2050-03-05,5
80,2050-03-22,4
86,2050-03-28,2
100,2050-04-11,5
101,2050-04-12,10
104,2050-04-15,6
110,2050-04-21,4
117,2050-04-28,6
118,2050-04-29,2
122,2050-05-03,3
128,2050-05-09,11
130,2050-05-11,5
137,2050-05-18,6
138,2050-05-19,5
143,2050-05-24,8
147,2050-05-28,4
161,2050-06-11,5
165,2050-06-15,5
172,2050-06-22,1
175,2050-06-25,4
180,2050-06-30,5
181,2050-07-01,1
184,2050-07-04,4
194,2050-07-14,2
196,2050-07-16,7
198,2050-07-18,2
201,2050-07-21,1
205,2050-07-25,6
206,2050-07-26,6
207,2050-07-27,6
213,2050-08-02,4
214,2050-08-03,3
216,2050-08-05,1
218,2050-08-07,1
228,2050-08-17,1
234,2050-08-23,8
235,2050-08-24,6
237,2050-08-26,5
254,2050-09-12,8
259,2050-09-17,3
264,2050-09-22,7
266,2050-09-24,9
267,2050-09-25,7
274,2050-10-02,6
280,2050-10-08,4
287,2050-10-15,4
288,2050-10-16,10
290,2050-10-18,4
297,2050-10-25,4
305,2050-11-02,4
314,2050-11-11,5
315,2050-11-12,2
319,2050-11-16,3
322,2050-11-19,2
324,2050-11-21,3
327,2050-11-24,3
328,2050-11-25,1
330,2050-11-27,6
341,2050-12-08,3
348,2050-12-15,5
353,2050-12-20,4
354,2050-12-21,9
356,2050-12-23,5
358,2050-12-25,5
