Day of Year,Date,Weight
9,2050-01-10,12
13,2050-01-14,3
15,2050-01-16,3
18,2050-01-19,1
31,2050-02-01,6
34,2050-02-04,6
36,2050-02-06,10
45,2050-02-15,5
49,2050-02-19,5
60,2050-03-02,9
62,2050-03-04,2
70,2050-03-12,5
82,2050-03-24,3
87,2050-03-29,2
91,2050-04-02,8
92,2050-04-03,11
97,2050-04-08,5
101,2050-04-12,9
104,2050-04-15,5
119,2050-04-30,1
124,2050-05-05,3
127,2050-05-08,8
132,2050-05-13,3
136,2050-05-17,2
137,2050-05-18,9
139,2050-05-20,6
144,2050-05-25,4
150,2050-05-31,6
155,2050-06-05,11
165,2050-06-15,6
171,2050-06-21,2
172,2050-06-22,1
173,2050-06-23,1
179,2050-06-29,3
182,2050-07-02,3
185,2050-07-05,4
186,2050-07-06,3
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
208,2050-07-28,2
212,2050-08-01,2
215,2050-08-04,1
216,2050-08-05,1
217,2050-08-06,3
219,2050-08-08,6
221,2050-08-10,3
222,2050-08-11,1
225,2050-08-14,3
230,2050-08-19,1
231,2050-08-20,3
234,2050-08-23,6
235,2050-08-24,6
236,2050-08-25,6
238,2050-08-27,6
239,2050-08-28,2
241,2050-08-30,2
251,2050-09-09,1
254,2050-09-12,7
259,2050-09-17,2
263,2050-09-21,4
265,2050-09-23,3
276,2050-10-04,9
284,2050-10-12,8
288,2050-10-16,7
296,2050-10-24,7
300,2050-10-28,6
301,2050-10-29,3
310,2050-11-07,1
314,2050-11-11,6
323,2050-11-20,6
325,2050-11-22,11
328,2050-11-25,6
329,2050-11-26,8
337,2050-12-04,6
340,2050-12-07,4
347,2050-12-14,4
348,2050-12-15,6
354,2050-12-21,7
