Day of Year,Date,Weight
9,2050-01-10,25
13,2050-01-14,7
15,2050-01-16,4
28,2050-01-29,13
46,2050-02-16,14
50,2050-02-20,18
58,2050-02-28,5
77,2050-03-19,4
100,2050-04-11,12
104,2050-04-15,6
111,2050-04-22,8
115,2050-04-26,9
117,2050-04-28,7
127,2050-05-08,10
130,2050-05-11,9
144,2050-05-25,13
155,2050-06-05,11
167,2050-06-17,7
171,2050-06-21,1
172,2050-06-22,2
182,2050-07-02,3
184,2050-07-04,9
196,2050-07-16,6
197,2050-07-17,3
209,2050-07-29,8
214,2050-08-03,2
219,2050-08-08,8
221,2050-08-10,4
222,2050-08-11,1
227,2050-08-16,6
228,2050-08-17,7
236,2050-08-25,6
242,2050-08-31,6
245,2050-09-03,5
263,2050-09-21,13
268,2050-09-26,14
270,2050-09-28,10
273,2050-10-01,9
276,2050-10-04,10
280,2050-10-08,4
282,2050-10-10,8
312,2050-11-09,5
327,2050-11-24,7
328,2050-11-25,6
337,2050-12-04,6
352,2050-12-19,8
362,2050-12-29,6
