Day of Year,Date,Weight
9,2050-01-10,17
15,2050-01-16,4
27,2050-01-28,7
36,2050-02-06,15
50,2050-02-20,16
58,2050-02-28,6
61,2050-03-03,5
73,2050-03-15,12
75,2050-03-17,7
90,2050-04-01,8
115,2050-04-26,11
126,2050-05-07,10
127,2050-05-08,10
130,2050-05-11,9
145,2050-05-26,19
150,2050-05-31,12
165,2050-06-15,8
186,2050-07-06,9
196,2050-07-16,5
197,2050-07-17,2
199,2050-07-19,2
200,2050-07-20,4
219,2050-08-08,11
221,2050-08-10,7
231,2050-08-20,6
234,2050-08-23,11
235,2050-08-24,11
257,2050-09-15,5
268,2050-09-26,19
273,2050-10-01,9
280,2050-10-08,7
284,2050-10-12,11
291,2050-10-19,10
293,2050-10-21,13
328,2050-11-25,7
349,2050-12-16,15
354,2050-12-21,15
358,2050-12-25,10
