Day of Year,Date,Weight
0,2050-01-01,5
9,2050-01-10,7
12,2050-01-13,1
13,2050-01-14,7
16,2050-01-17,5
23,2050-01-24,9
34,2050-02-04,7
36,2050-02-06,10
48,2050-02-18,3
53,2050-02-23,5
71,2050-03-13,3
72,2050-03-14,11
85,2050-03-27,3
91,2050-04-02,5
97,2050-04-08,3
107,2050-04-18,1
110,2050-04-21,4
112,2050-04-23,2
118,2050-04-29,2
119,2050-04-30,2
126,2050-05-07,2
128,2050-05-09,11
136,2050-05-17,7
137,2050-05-18,5
143,2050-05-24,7
144,2050-05-25,5
156,2050-06-06,3
158,2050-06-08,8
161,2050-06-11,4
166,2050-06-16,5
171,2050-06-21,1
172,2050-06-22,1
178,2050-06-28,3
179,2050-06-29,2
186,2050-07-06,4
187,2050-07-07,2
188,2050-07-08,1
189,2050-07-09,3
192,2050-07-12,2
196,2050-07-16,6
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
200,2050-07-20,3
205,2050-07-25,3
206,2050-07-26,2
207,2050-07-27,4
214,2050-08-03,2
216,2050-08-05,1
218,2050-08-07,1
220,2050-08-09,1
221,2050-08-10,2
223,2050-08-12,3
225,2050-08-14,3
227,2050-08-16,1
232,2050-08-21,2
234,2050-08-23,5
237,2050-08-26,5
239,2050-08-28,6
259,2050-09-17,4
261,2050-09-19,7
262,2050-09-20,7
264,2050-09-22,6
265,2050-09-23,3
266,2050-09-24,6
269,2050-09-27,9
270,2050-09-28,6
273,2050-10-01,3
275,2050-10-03,1
286,2050-10-14,5
287,2050-10-15,3
289,2050-10-17,6
291,2050-10-19,10
300,2050-10-28,5
311,2050-11-08,7
313,2050-11-10,4
319,2050-11-16,3
320,2050-11-17,3
322,2050-11-19,2
330,2050-11-27,5
331,2050-11-28,10
332,2050-11-29,5
335,2050-12-02,2
336,2050-12-03,6
346,2050-12-13,4
354,2050-12-21,8
363,2050-12-30,1
