Day of Year,Date,Weight
2,2050-01-03,1
3,2050-01-04,2
4,2050-01-05,3
9,2050-01-10,14
11,2050-01-12,5
13,2050-01-14,7
14,2050-01-15,2
25,2050-01-26,10
34,2050-02-04,4
36,2050-02-06,10
48,2050-02-18,8
56,2050-02-26,7
85,2050-03-27,1
87,2050-03-29,8
94,2050-04-05,19
98,2050-04-09,4
109,2050-04-20,13
130,2050-05-11,11
132,2050-05-13,4
133,2050-05-14,2
134,2050-05-15,15
149,2050-05-30,1
154,2050-06-04,11
165,2050-06-15,10
169,2050-06-19,3
171,2050-06-21,1
172,2050-06-22,2
175,2050-06-25,4
176,2050-06-26,5
180,2050-06-30,1
181,2050-07-01,3
185,2050-07-05,2
196,2050-07-16,2
199,2050-07-19,1
205,2050-07-25,3
206,2050-07-26,5
208,2050-07-28,1
215,2050-08-04,2
216,2050-08-05,2
219,2050-08-08,7
221,2050-08-10,2
223,2050-08-12,6
225,2050-08-14,7
226,2050-08-15,7
230,2050-08-19,1
232,2050-08-21,3
234,2050-08-23,5
237,2050-08-26,5
245,2050-09-03,7
248,2050-09-06,1
255,2050-09-13,4
256,2050-09-14,3
272,2050-09-30,17
275,2050-10-03,12
285,2050-10-13,14
307,2050-11-04,8
308,2050-11-05,4
323,2050-11-20,7
325,2050-11-22,13
329,2050-11-26,5
350,2050-12-17,1
352,2050-12-19,8
355,2050-12-22,9
