Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,11
11,2050-01-12,13
13,2050-01-14,5
16,2050-01-17,5
26,2050-01-27,4
40,2050-02-10,12
45,2050-02-15,9
62,2050-03-04,7
72,2050-03-14,17
79,2050-03-21,8
90,2050-04-01,5
97,2050-04-08,6
99,2050-04-10,8
109,2050-04-20,7
110,2050-04-21,4
121,2050-05-02,5
123,2050-05-04,6
128,2050-05-09,12
136,2050-05-17,13
144,2050-05-25,3
151,2050-06-01,5
152,2050-06-02,6
160,2050-06-10,5
171,2050-06-21,2
186,2050-07-06,12
195,2050-07-15,7
200,2050-07-20,8
205,2050-07-25,6
210,2050-07-30,9
216,2050-08-05,2
217,2050-08-06,2
220,2050-08-09,5
234,2050-08-23,9
239,2050-08-28,8
266,2050-09-24,10
269,2050-09-27,10
270,2050-09-28,9
271,2050-09-29,5
275,2050-10-03,5
284,2050-10-12,5
288,2050-10-16,11
295,2050-10-23,7
300,2050-10-28,12
313,2050-11-10,6
325,2050-11-22,14
357,2050-12-24,3
358,2050-12-25,8
362,2050-12-29,8
