Day of Year,Date,Weight
6,2050-01-07,3
7,2050-01-08,2
11,2050-01-12,14
16,2050-01-17,4
22,2050-01-23,1
32,2050-02-02,5
34,2050-02-04,7
45,2050-02-15,11
48,2050-02-18,3
68,2050-03-10,9
69,2050-03-11,2
84,2050-03-26,2
99,2050-04-10,7
100,2050-04-11,3
102,2050-04-13,2
104,2050-04-15,3
105,2050-04-16,4
106,2050-04-17,1
112,2050-04-23,6
115,2050-04-26,5
127,2050-05-08,7
134,2050-05-15,1
136,2050-05-17,3
144,2050-05-25,6
145,2050-05-26,3
146,2050-05-27,2
159,2050-06-09,4
163,2050-06-13,1
165,2050-06-15,4
168,2050-06-18,5
169,2050-06-19,2
171,2050-06-21,1
172,2050-06-22,1
174,2050-06-24,4
175,2050-06-25,4
176,2050-06-26,6
187,2050-07-07,1
188,2050-07-08,2
189,2050-07-09,3
193,2050-07-13,3
194,2050-07-14,2
195,2050-07-15,4
197,2050-07-17,2
201,2050-07-21,1
204,2050-07-24,5
207,2050-07-27,5
208,2050-07-28,2
210,2050-07-30,7
212,2050-08-01,6
213,2050-08-02,5
215,2050-08-04,2
218,2050-08-07,2
228,2050-08-17,2
234,2050-08-23,6
238,2050-08-27,2
242,2050-08-31,6
245,2050-09-03,5
260,2050-09-18,4
262,2050-09-20,4
269,2050-09-27,6
270,2050-09-28,9
273,2050-10-01,5
282,2050-10-10,5
284,2050-10-12,4
287,2050-10-15,3
288,2050-10-16,9
293,2050-10-21,8
295,2050-10-23,7
305,2050-11-02,5
311,2050-11-08,8
313,2050-11-10,7
323,2050-11-20,2
325,2050-11-22,19
328,2050-11-25,5
342,2050-12-09,8
346,2050-12-13,7
347,2050-12-14,3
350,2050-12-17,5
353,2050-12-20,4
356,2050-12-23,5
364,2050-12-31,2
