Day of Year,Date,Weight
9,2050-01-10,23
12,2050-01-13,20
18,2050-01-19,5
35,2050-02-05,5
46,2050-02-16,13
50,2050-02-20,18
55,2050-02-25,17
90,2050-04-01,5
94,2050-04-05,17
98,2050-04-09,5
112,2050-04-23,2
114,2050-04-25,11
115,2050-04-26,9
125,2050-05-06,5
149,2050-05-30,2
161,2050-06-11,5
163,2050-06-13,10
171,2050-06-21,1
172,2050-06-22,2
173,2050-06-23,2
185,2050-07-05,4
186,2050-07-06,6
191,2050-07-11,5
197,2050-07-17,3
203,2050-07-23,3
205,2050-07-25,4
208,2050-07-28,5
209,2050-07-29,5
217,2050-08-06,2
219,2050-08-08,9
220,2050-08-09,6
223,2050-08-12,6
243,2050-09-01,6
257,2050-09-15,5
264,2050-09-22,28
266,2050-09-24,13
276,2050-10-04,20
287,2050-10-15,11
291,2050-10-19,15
313,2050-11-10,4
314,2050-11-11,6
322,2050-11-19,8
348,2050-12-15,4
364,2050-12-31,10
