Day of Year,Date,Weight
4,2050-01-05,1
11,2050-01-12,9
15,2050-01-16,3
24,2050-01-25,4
34,2050-02-04,3
36,2050-02-06,12
45,2050-02-15,4
55,2050-02-25,3
58,2050-02-28,5
59,2050-03-01,8
63,2050-03-05,1
69,2050-03-11,2
70,2050-03-12,4
71,2050-03-13,7
82,2050-03-24,3
84,2050-03-26,3
86,2050-03-28,2
91,2050-04-02,2
97,2050-04-08,5
98,2050-04-09,4
100,2050-04-11,2
101,2050-04-12,6
104,2050-04-15,4
115,2050-04-26,7
119,2050-04-30,1
123,2050-05-04,6
128,2050-05-09,6
130,2050-05-11,8
131,2050-05-12,2
132,2050-05-13,3
144,2050-05-25,4
149,2050-05-30,1
155,2050-06-05,5
165,2050-06-15,5
167,2050-06-17,4
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,2
175,2050-06-25,3
176,2050-06-26,6
178,2050-06-28,1
182,2050-07-02,3
183,2050-07-03,1
184,2050-07-04,6
185,2050-07-05,4
186,2050-07-06,2
188,2050-07-08,2
191,2050-07-11,2
193,2050-07-13,1
196,2050-07-16,2
197,2050-07-17,1
198,2050-07-18,1
202,2050-07-22,3
206,2050-07-26,4
209,2050-07-29,5
210,2050-07-30,2
217,2050-08-06,2
218,2050-08-07,1
221,2050-08-10,4
222,2050-08-11,1
225,2050-08-14,2
231,2050-08-20,3
233,2050-08-22,2
235,2050-08-24,6
239,2050-08-28,2
243,2050-09-01,2
248,2050-09-06,4
250,2050-09-08,2
252,2050-09-10,3
261,2050-09-19,7
265,2050-09-23,2
267,2050-09-25,2
268,2050-09-26,13
269,2050-09-27,4
270,2050-09-28,7
271,2050-09-29,6
273,2050-10-01,4
291,2050-10-19,7
298,2050-10-26,5
300,2050-10-28,3
301,2050-10-29,3
304,2050-11-01,2
315,2050-11-12,1
316,2050-11-13,2
321,2050-11-18,4
322,2050-11-19,2
328,2050-11-25,4
330,2050-11-27,1
332,2050-11-29,5
338,2050-12-05,5
340,2050-12-07,6
345,2050-12-12,6
349,2050-12-16,8
353,2050-12-20,9
358,2050-12-25,6
364,2050-12-31,5
